label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,,,,,,,,,,,,,,,,
1170,36.0820902,140.0816729,94.705592,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1171,36.0820871,140.0817195,89.245824,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1172,36.0820876,140.0817665,92.391688,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1173,36.082086,140.0818139,103.179612,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1174,36.0820779,140.0818567,99.298429,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1175,36.0820718,140.0819028,93.618707,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1176,36.0820695,140.0819478,86.881890,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1177,36.0820716,140.0819955,89.340525,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1178,36.082072,140.0820385,88.651275,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1179,36.0820729,140.0820858,92.103241,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1180,36.0820716,140.0821296,97.883385,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1181,36.0820669,140.0821716,86.855924,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1182,36.0820688,140.0822144,95.050814,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1183,36.0820655,140.0822606,87.034926,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1184,36.0820673,140.0823036,91.074032,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1185,36.0820666,140.0823498,96.957556,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1186,36.0820623,140.0823934,89.999987,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1187,36.0820623,140.0824366,92.618207,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1188,36.0820606,140.0824826,97.380014,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1189,36.0820559,140.0825275,97.772542,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1190,36.0820513,140.0825692,85.137639,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1191,36.0820546,140.0826172,91.679490,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1192,36.0820536,140.0826594,95.181454,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1193,36.0820505,140.0827017,25.818778,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1194,36.0820804,140.0827196,17.320075,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1195,36.0820988,140.0827267,356.863817,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1196,36.0821106,140.0827259,13.002098,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1197,36.0821225,140.0827293,2.156558,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1198,36.0821504,140.0827306,353.982452,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1199,36.0821642,140.0827288,354.961583,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1200,36.0821752,140.0827276,348.353786,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
